Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|93061.5.peg.921,Protein,"Chitinase B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01005,,fig|93061.5.peg.1033,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01125,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.132,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00141,,fig|93061.5.peg.134,Protein,"Integral membrane protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00143,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1969,Protein,"Staphylokinase",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02171,,fig|93061.5.peg.2564,Protein,"LPXTG specific sortase A",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02834,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.211,Protein,"Autolysis histidine kinase LytS",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00230,,fig|93061.5.peg.686,Protein,"GGDEF domain protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00760,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.53,Protein,"Sodium-dependent phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,,fig|93061.5.peg.695,Protein,"LysM domain protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00773,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.369,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00401,,fig|93061.5.peg.370,Protein,"Tandem lipoprotein within Pathogenicity island",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00402,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.2450,Protein,"IgG-binding protein SBI",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02706,,fig|93061.5.peg.2681,Protein,"immunodominant antigen B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02972,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.802,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00882,,fig|93061.5.peg.2547,Protein,"Alkaline phosphatase like protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02816,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1157,Protein,"Ribonuclease Y",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01263,,fig|93061.5.peg.1533,Protein,"Heat-inducible transcription repressor HrcA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01685,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1265,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01382,,fig|93061.5.peg.2497,Protein,"Uncharacterized MFS-type transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02762,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.110,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00118,,fig|93061.5.peg.114,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00122,,PPI,"predicted interaction","predictive text mining,gene neighbourhood","experimental,computational","","string","",
fig|93061.5.peg.943,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01030,,fig|93061.5.peg.2054,Protein,"Accessory gene regulator B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02261,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.30,Protein,"Disulfide bond regulator",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,,fig|93061.5.peg.2606,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02883,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.137,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00146,,fig|93061.5.peg.2547,Protein,"Alkaline phosphatase like protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02816,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.910,Protein,"putative membrane protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00991,,fig|93061.5.peg.2606,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02883,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.802,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00882,,fig|93061.5.peg.2606,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02883,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1260,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01376,,fig|93061.5.peg.2503,Protein,"FIG018700: hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02768,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.369,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00401,,fig|93061.5.peg.2207,Protein,"cell surface hydrolase (putative)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02448,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1260,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01376,,fig|93061.5.peg.2497,Protein,"Uncharacterized MFS-type transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02762,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.391,Protein,"Autolysin precursor",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00427,,fig|93061.5.peg.2609,Protein,"Immunodominant staphylococcal antigen A precursor",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02887,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.30,Protein,"Disulfide bond regulator",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,,fig|93061.5.peg.2546,Protein,"Uncharacterized MFS-type transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02815,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1764,Protein,"Serine protease",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01938,,fig|93061.5.peg.1767,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01942,,PPI,"predicted interaction","predictive text mining,phylogenetic profile","experimental,computational","","string","",
fig|93061.5.peg.53,Protein,"Sodium-dependent phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,,fig|93061.5.peg.391,Protein,"Autolysin precursor",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00427,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.137,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00146,,fig|93061.5.peg.2606,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02883,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.596,Protein,"Two-component response regulator BceR",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00665,,fig|93061.5.peg.788,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00868,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1157,Protein,"Ribonuclease Y",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01263,,fig|93061.5.peg.1532,Protein,"Heat shock protein GrpE",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01684,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1503,Protein,"Uncharacterized protein YqgF",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01652,,fig|93061.5.peg.1531,Protein,"Chaperone protein DnaK",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01683,dnaK,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.910,Protein,"putative membrane protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00991,,fig|93061.5.peg.2547,Protein,"Alkaline phosphatase like protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02816,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1532,Protein,"Heat shock protein GrpE",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01684,,fig|93061.5.peg.1776,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01952,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1265,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01382,,fig|93061.5.peg.2503,Protein,"FIG018700: hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02768,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.260,Protein,"Acid phosphatase (EC 3.1.3.2)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00284,,fig|93061.5.peg.1773,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01949,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.260,Protein,"Acid phosphatase (EC 3.1.3.2)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00284,,fig|93061.5.peg.921,Protein,"Chitinase B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01005,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.53,Protein,"Sodium-dependent phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,,fig|93061.5.peg.602,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00671,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.30,Protein,"Disulfide bond regulator",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,,fig|93061.5.peg.601,Protein,"Probable low-affinity inorganic phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00670,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1320,Protein,"Putative Staphylococcal surface anchored protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01447,,fig|93061.5.peg.2536,Protein,"Fibronectin binding protein FnbA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02803,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.670,Protein,"Ribonucleotide reduction protein NrdI",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00741,nrdI,fig|93061.5.peg.2054,Protein,"Accessory gene regulator B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02261,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1021,Protein,"Extracellular fibrinogen-binding protein Efb",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01114,,fig|93061.5.peg.2450,Protein,"IgG-binding protein SBI",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02706,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.109,Protein,"Probable polysaccharide biosynthesis protein EpsC",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00117,,fig|93061.5.peg.875,Protein,"Processive diacylglycerol beta-glucosyltransferase",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00953,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.14,Protein,"Cyclic-di-AMP phosphodiesterase GdpP",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00015,,fig|93061.5.peg.1818,Protein,"Putative lipoprotein SAV1865",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02001,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.211,Protein,"Autolysis histidine kinase LytS",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00230,,fig|93061.5.peg.1711,Protein,"Repressor of toxins Rot",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01879,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.289,Protein,"Glycerol-3-phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00317,,fig|93061.5.peg.728,Protein,"tmRNA-binding protein SmpB",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00804,smpB,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1700,Protein,"Putative Xaa-His dipeptidase",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01868,,fig|93061.5.peg.1701,Protein,"Hypothetical protein SAV1752",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01869,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1764,Protein,"Serine protease",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01938,,fig|93061.5.peg.1766,Protein,"serine protease SplC",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01941,,PPI,"predicted interaction","predictive text mining,phylogenetic profile,gene neighbourhood","experimental,computational","","string","",
fig|93061.5.peg.53,Protein,"Sodium-dependent phosphate transporter",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,,fig|93061.5.peg.667,Protein,"Di-tripeptide/cation symporter DtpT",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00738,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.545,Protein,"Alcohol dehydrogenase (EC 1.1.1.1)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00608,,fig|93061.5.peg.1260,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01376,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.839,Protein,"Similar to cell surface protein Map-w",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00918,,fig|93061.5.peg.1033,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01125,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1260,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01376,,fig|93061.5.peg.2504,Protein,"FIG016157: Similar to nicotianamine synthase",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02769,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.739,Protein,"Phage-encoded chromosome degrading nuclease YokF",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00818,,fig|93061.5.peg.2681,Protein,"immunodominant antigen B",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02972,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.358,Protein,"Exotoxin 10",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00390,,fig|93061.5.peg.597,Protein,"Two-component sensor histidine kinase BceS",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00666,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.30,Protein,"Disulfide bond regulator",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,,fig|93061.5.peg.596,Protein,"Two-component response regulator BceR",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00665,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1313,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01437,,fig|93061.5.peg.2415,Protein,"Transcriptional regulator SarZ (Staphylococcal accessory regulator Z)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02669,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.780,Protein,"UPF0721 transmembrane protein YunE",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00859,,fig|93061.5.peg.2065,Protein,"Bis-ABC ATPase YheS",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02274,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1242,Protein,"UPF0118 membrane protein YubA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01358,,fig|93061.5.peg.1818,Protein,"Putative lipoprotein SAV1865",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02001,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.602,Protein,"Secretory antigen precursor SsaA",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00671,,fig|93061.5.peg.2609,Protein,"Immunodominant staphylococcal antigen A precursor",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_02887,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.260,Protein,"Acid phosphatase (EC 3.1.3.2)",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00284,,fig|93061.5.peg.1033,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01125,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.839,Protein,"Similar to cell surface protein Map-w",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00918,,fig|93061.5.peg.1773,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01949,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|93061.5.peg.1766,Protein,"serine protease SplC",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01941,,fig|93061.5.peg.1767,Protein,"hypothetical protein",Bacteria,93061,93061.5,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_01942,,PPI,"predicted interaction","predictive text mining,phylogenetic profile,gene neighbourhood","experimental,computational","","string","",
